Date,Branch,Location,Feeder,Category,Fault,Areas Affected,Peak Generation,Daily Energy Generation,Lowest Energy Generation,Daily Energy Sent,6:00 Generation,Highest System Frequency,Lowest System Frequency,Highest Voltage Recorded,Lowest Voltage Recorded,name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
2023-06-02,,,,,None,,4762.6,101875.7,3931.6,100198.71,4352.8,50.944,49.371,354.0,284.0,"6.532954, 3.36739",2023-06-02,31.0,25.0,27.8,40.6,25.0,31.3,25.1,86.1,8.0,100,4.17,rain,0.0,0.0,27.7,25.9,221.4,1012.4,60.5,9.7,240.2,20.8,8,60.0,2023-06-02T06:30:14,2023-06-02T18:58:54,0.45,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"65210099999,DNMM,65201099999"
2023-06-03,,,,,None,,4575.0,101537.83,3789.2,99974.05,4111.09,50.839,49.096,347.0,300.0,"6.532954, 3.36739",2023-06-03,30.0,25.0,27.0,36.2,25.0,29.4,24.7,88.0,7.0,100,4.17,rain,0.0,0.0,28.8,20.5,242.3,1013.6,45.6,9.4,245.0,21.2,8,30.0,2023-06-03T06:30:19,2023-06-03T18:59:08,0.48,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"65210099999,DNMM,65201099999"
2023-06-04,,,,,None,,4314.94,97986.51,3843.8,96527.47,4320.57,50.484,49.041,352.0,300.0,"6.532954, 3.36739",2023-06-04,32.0,24.8,28.3,39.2,24.8,32.4,24.4,79.8,0.0,0,0.0,rain,0.0,0.0,27.7,24.1,240.1,1013.3,54.1,10.2,259.2,22.3,9,60.0,2023-06-04T06:30:25,2023-06-04T18:59:22,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"DNMM,remote,65201099999"
2023-06-05,,,,,None,,4595.71,103730.0,4140.01,102181.72,4223.4,50.68,49.0,347.0,300.0,"6.532954, 3.36739",2023-06-05,32.0,25.8,28.8,41.7,25.8,34.0,25.5,83.1,0.0,0,0.0,rain,0.0,0.0,29.5,27.7,225.8,1013.1,53.0,10.0,241.0,20.7,8,30.0,2023-06-05T06:30:31,2023-06-05T18:59:36,0.55,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"65210099999,DNMM,65201099999"
2023-06-06,,,,,None,,4595.11,99701.51,3764.8,98241.02,4394.1,51.1,49.37,347.0,300.0,"6.532954, 3.36739",2023-06-06,30.0,23.0,26.2,37.4,23.0,29.0,24.7,91.5,33.0,100,8.33,rain,0.0,0.0,46.4,16.6,224.4,1013.2,58.5,8.7,56.4,4.7,3,30.0,2023-06-06T06:30:39,2023-06-06T18:59:50,0.58,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"65210099999,DNMM,65201099999"
2023-06-07,,,,,None,,4394.1,94547.56,2688.7,93093.87,3105.8,51.49,49.34,360.0,300.0,"6.532954, 3.36739",2023-06-07,31.0,24.0,26.8,37.7,24.0,29.3,24.0,85.5,0.0,0,0.0,rain,0.0,0.0,22.7,20.5,229.5,1014.1,66.2,8.4,248.1,21.4,8,30.0,2023-06-07T06:30:46,2023-06-07T19:00:05,0.62,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"65210099999,DNMM,65201099999"
2023-06-08,Oshodi,AGO,Not Specified,Notification,FAULT NOTIFICATION TO CUSTOMERS ON OKEGBERE FEEDER,OKEGBERE,4668.6,84809.68,2487.6,83404.15,4410.5,51.344,49.048,356.0,290.0,"6.532954, 3.36739",2023-06-08,29.0,21.2,25.3,33.6,21.2,26.7,22.9,87.1,66.2,100,12.5,rain,0.0,0.0,46.4,27.7,218.4,1015.3,54.1,9.0,45.1,3.9,2,30.0,2023-06-08T06:30:54,2023-06-08T19:00:19,0.65,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"DNMM,65201099999"
2023-06-09,,,,,None,,4787.35,103054.16,3807.2,101434.78,4004.2,50.824,49.06,348.0,300.0,"6.532954, 3.36739",2023-06-09,32.0,24.0,27.6,37.9,24.0,30.8,24.3,82.9,0.0,0,0.0,,0.0,0.0,22.7,22.3,203.6,1014.0,48.3,9.0,252.6,21.7,9,30.0,2023-06-09T06:31:03,2023-06-09T19:00:34,0.69,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"DNMM,65201099999"
2023-06-10,Abule Egba,IJAIYE,Not Specified,Transformer,OUTAGE ALERT ON ARAROMI 1 AND AGO ALAGBEDE 1&2 TRANSFORMERS,> 11 IJAIYEOJOKOROINJ T1 AGBADO2  AGO ALAGBEDE 1 > 11 IJAIYEOJOKOROINJ T1 AGBADO2  AGO ALAGBEDE 2 > 11 ABULEIROKOINJ T1 ALAKUKO ARAROMI 1,4675.71,99637.1,3790.4,98041.3,4028.0,51.89,49.033,359.0,300.0,"6.532954, 3.36739",2023-06-10,31.0,25.8,27.3,37.7,25.8,30.0,24.6,85.6,0.0,0,0.0,rain,0.0,0.0,29.5,25.9,221.5,1013.3,65.2,9.8,255.4,22.0,9,30.0,2023-06-10T06:31:12,2023-06-10T19:00:48,0.75,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"65210099999,DNMM,65201099999"
2023-06-10,Oshodi,IDIMU,11 KV,DT,FAULT AFFECTING DTS ON IDIMU 11KV FEEDER,"IDIMU, JEMI ALADE ESTATE, MADARIKAN, COUNCIL ROUND ABOUT AND ENVIRONS",4675.71,99637.1,3790.4,98041.3,4028.0,51.89,49.033,359.0,300.0,"6.532954, 3.36739",2023-06-10,31.0,25.8,27.3,37.7,25.8,30.0,24.6,85.6,0.0,0,0.0,rain,0.0,0.0,29.5,25.9,221.5,1013.3,65.2,9.8,255.4,22.0,9,30.0,2023-06-10T06:31:12,2023-06-10T19:00:48,0.75,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"65210099999,DNMM,65201099999"
2023-06-11,,,,,None,,4032.8,87805.63,3045.1,86454.04,3314.46,51.286,49.061,370.0,277.0,"6.532954, 3.36739",2023-06-11,27.0,24.0,25.5,30.6,24.0,26.2,24.2,92.7,67.0,100,8.33,rain,0.0,0.0,31.3,18.4,232.5,1014.6,57.6,8.8,110.8,9.4,6,10.0,2023-06-11T06:31:21,2023-06-11T19:01:03,0.76,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"DNMM,65201099999"
2023-06-12,,,,,None,,3950.03,82499.96,2876.3,81489.06,4118.96,51.254,49.045,368.0,296.0,"6.532954, 3.36739",2023-06-12,32.8,24.0,28.1,39.2,24.0,31.3,23.8,78.5,0.0,0,0.0,rain,0.0,0.0,24.1,24.1,244.9,1014.9,59.3,11.7,281.0,24.2,9,10.0,2023-06-12T06:31:31,2023-06-12T19:01:17,0.8,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"65210099999,DNMM,remote,65201099999"
2023-06-13,Ikeja,PTC,Not Specified,Notification,CUSTOMER NOTIFICATION NEEDED,"ABULE ONIGBONGBO, SHOGUNLE, PARTS OF IKEJA GRA",4118.96,91005.23,3447.31,89695.47,4207.05,51.447,49.012,360.0,287.0,"6.532954, 3.36739",2023-06-13,31.8,25.0,28.1,39.1,25.0,31.4,23.9,78.8,0.0,0,0.0,,0.0,0.0,25.9,22.3,246.9,1014.3,42.3,10.0,272.8,23.6,9,10.0,2023-06-13T06:31:42,2023-06-13T19:01:32,0.83,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"65210099999,DNMM,65201099999"
2023-06-13,Ikorodu,AYANGBURIN,Not Specified,Transformer (N/S),11-SABOINJ-T2-ERUNWEN-FRONTLINE 111 IS OUT DUE TO BURNT XLPE CABLE AND REQUIRES TERMINATION,11 SABOINJ T2 ERUNWEN FRONTLINE 111,4118.96,91005.23,3447.31,89695.47,4207.05,51.447,49.012,360.0,287.0,"6.532954, 3.36739",2023-06-13,31.8,25.0,28.1,39.1,25.0,31.4,23.9,78.8,0.0,0,0.0,,0.0,0.0,25.9,22.3,246.9,1014.3,42.3,10.0,272.8,23.6,9,10.0,2023-06-13T06:31:42,2023-06-13T19:01:32,0.83,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"65210099999,DNMM,65201099999"
2023-06-14,,,,,None,,4559.4,95769.83,3533.1,94362.61,2649.9,51.067,49.315,353.0,300.0,"6.532954, 3.36739",2023-06-14,30.0,23.0,26.6,35.1,23.0,28.5,23.4,83.1,18.0,100,4.17,rain,0.0,0.0,25.9,22.3,242.3,1013.6,53.9,10.6,170.5,14.9,7,10.0,2023-06-14T06:31:53,2023-06-14T19:01:46,0.87,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"65210099999,DNMM,remote,65201099999"
2023-06-15,,,,,None,,4400.41,79262.65,2206.0,78248.59,3969.1,51.381,49.188,398.0,300.0,"6.532954, 3.36739",2023-06-15,27.0,24.0,25.6,30.6,24.0,26.3,24.4,93.0,100.0,100,4.17,rain,0.0,0.0,27.7,18.4,205.0,1014.2,64.5,7.5,90.5,7.7,6,10.0,2023-06-15T06:32:04,2023-06-15T19:02:00,0.9,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"65210099999,DNMM,65201099999"
2023-06-16,,,,,None,,4246.603374100213,88258.0369898777,2893.151460411732,87087.71291321909,3905.3393719021815,51.34668298032034,49.00356893143452,369.6495990093411,300.2554214200834,"6.532954, 3.36739",2023-06-16,30.8,24.8,27.2,37.3,24.8,30.1,24.5,86.1,6.0,100,4.17,rain,0.0,0.0,20.5,18.4,245.7,1014.0,57.2,8.6,215.5,18.7,8,30.0,2023-06-16T06:32:15,2023-06-16T19:02:14,0.94,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"DNMM,65201099999"
2023-06-17,,,,,None,,4226.1,84883.6,1704.8,83913.1,3715.7,51.41,48.75,360.0,300.0,"6.532954, 3.36739",2023-06-17,32.0,25.0,28.6,40.6,25.0,33.1,25.2,82.6,0.0,0,0.0,,0.0,0.0,25.9,22.3,247.0,1013.2,51.5,9.5,228.3,19.8,9,30.0,2023-06-17T06:32:27,2023-06-17T19:02:28,0.97,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"65210099999,DNMM,65201099999"
2023-06-18,,,,,None,,3948.28,85874.67,3262.7,85185.5,4086.4,50.965,49.023,350.0,300.0,"6.532954, 3.36739",2023-06-18,31.0,25.0,28.0,39.2,25.0,32.1,25.1,84.8,0.6,100,12.5,rain,0.0,0.0,27.7,24.1,237.6,1013.1,58.1,11.1,204.2,17.7,7,30.0,2023-06-18T06:32:39,2023-06-18T19:02:42,0.0,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"65210099999,DNMM,remote,65201099999"
2023-06-19,Ikeja,PTC,Not Specified,Notification,CUSTOMER NOTIFICATION NEEDED,"ADEKUNLE FAJUYI WAY, PARTS OF ODUDUWA CRESCENT, OLADIPO BATEYE STREET, HAROLD SHODIPO CRESCENT, OBA LADEJOBI STREET, JOEL OGUNNAIKE STREET, PARTS OF MOBOLAJI BANK ANTHONY WAY, SHONIBARE ESTATE, MARYLAND CRESCENT, ABULE ONIGBAGBO ESTATE",4424.14,96459.02,3470.7,95301.82,4209.3,50.874,49.025,347.0,300.0,"6.532954, 3.36739",2023-06-19,30.0,23.0,25.9,35.1,23.0,27.4,23.6,87.7,19.0,100,4.17,rain,0.0,0.0,23.8,18.4,228.3,1013.6,50.0,9.4,254.1,21.9,9,30.0,2023-06-19T06:32:51,2023-06-19T19:02:56,0.04,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"DNMM,65201099999"
2023-06-20,,,,,None,,4476.01,100624.49,3826.4,99302.89,4060.1,50.624,48.91,347.0,300.0,"6.532954, 3.36739",2023-06-20,30.0,23.9,26.6,36.2,23.9,28.6,24.1,86.5,0.0,0,0.0,rain,0.0,0.0,27.7,24.1,224.2,1013.3,54.0,10.4,128.0,10.9,5,30.0,2023-06-20T06:33:04,2023-06-20T19:03:09,0.07,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"65210099999,DNMM,remote,65201099999"
2023-06-21,,,,,None,,4276.021707873945,94228.03277119836,3452.19955204238,92860.36195345131,3993.396953294929,50.834977826560255,49.03357911625635,350.7026082530267,300.2554214200834,"6.532954, 3.36739",2023-06-21,28.1,24.8,25.6,33.0,24.8,26.1,23.9,90.6,1.0,100,4.17,rain,0.0,0.0,31.7,27.7,223.0,1014.1,58.8,9.1,118.6,10.2,7,10.0,2023-06-21T06:33:17,2023-06-21T19:03:22,0.11,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"DNMM,65201099999"
2023-06-22,,,,,None,,4487.39,98583.18,3589.8,97138.59,4252.8,50.75,49.0,350.0,300.0,"6.532954, 3.36739",2023-06-22,29.1,24.0,26.4,33.9,24.0,28.4,23.6,84.5,0.0,0,0.0,rain,0.0,0.0,37.4,25.9,260.9,1014.2,53.8,9.9,35.1,3.0,2,10.0,2023-06-22T06:33:30,2023-06-22T19:03:35,0.14,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"65210099999,65202099999,DNMM,remote,65201099999"
2023-06-23,,,,,None,,4252.8,95672.36,3610.0,94061.81,3786.2,50.935,49.02,355.0,300.0,"6.532954, 3.36739",2023-06-23,29.8,24.0,26.3,34.7,24.0,28.0,23.8,86.3,2.0,100,4.17,rain,0.0,0.0,32.8,29.5,236.4,1013.5,69.6,9.9,155.8,13.5,9,10.0,2023-06-23T06:33:43,2023-06-23T19:03:48,0.17,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"65210099999,DNMM,remote,65201099999"
2023-06-24,,,,,None,,3929.8,86805.79,3460.0,85315.56,3554.0,50.801,48.908,356.0,300.0,"6.532954, 3.36739",2023-06-24,27.0,24.0,25.3,30.1,24.0,26.0,23.6,90.9,26.0,100,16.67,rain,0.0,0.0,32.0,25.9,219.2,1013.9,62.2,8.0,41.6,3.5,2,10.0,2023-06-24T06:33:57,2023-06-24T19:04:00,0.2,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"DNMM,65201099999"
2023-06-25,,,,,None,,3970.49,87356.66,3405.9,85840.65,4139.0,50.81,48.963,359.0,303.0,"6.532954, 3.36739",2023-06-25,30.0,24.0,26.5,34.1,24.0,27.8,23.2,82.9,4.0,100,4.17,rain,0.0,0.0,29.9,24.1,218.3,1014.7,59.7,9.9,268.7,23.4,9,10.0,2023-06-25T06:34:10,2023-06-25T19:04:12,0.24,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"DNMM,65201099999"
2023-06-26,Abule Egba,LAMBE,11 KV,Notification,REQUEST TO NOTIFY CUSTOMERS ON ABULE EKUN 500KVA S/S ON GRAILAND 11KV FEEDER,"ISALE ORO JUNCTION, ABULE EKUN TOWN, OFF IJOKO ROAD, OLAMBE",4139.0,94015.69,3529.4,92386.61,3993.6,50.976,49.085,356.0,300.0,"6.532954, 3.36739",2023-06-26,30.0,22.9,26.1,34.9,22.9,27.4,22.2,79.7,0.0,0,0.0,,0.0,0.0,31.0,24.1,229.1,1014.2,53.9,11.2,172.8,14.9,7,10.0,2023-06-26T06:34:24,2023-06-26T19:04:24,0.25,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"DNMM,remote,65201099999"
2023-06-26,Abule Egba,LAMBE,11 KV,Notification,REQUEST TO NOTIFY CUSTOMERS ON ABULE EKUN 500KVA S/S ON GRAILAND 11KV FEEDER,"ISALE ORO JUNCTION, ABULE EKUN TOWN, OFF IJOKO ROAD, OLAMBE",4139.0,94015.69,3529.4,92386.61,3993.6,50.976,49.085,356.0,300.0,"6.532954, 3.36739",2023-06-26,30.0,22.9,26.1,34.9,22.9,27.4,22.2,79.7,0.0,0,0.0,,0.0,0.0,31.0,24.1,229.1,1014.2,53.9,11.2,172.8,14.9,7,10.0,2023-06-26T06:34:24,2023-06-26T19:04:24,0.25,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"DNMM,remote,65201099999"
2023-06-26,Ikeja,PTC,Not Specified,Notification,CUSTOMER NOTIFICATION NEEDED,"OBA AKINJOBI WAY, REV OGUNBIYI STREET, SOBO AROBIODUN STREET, AYOOLA COKER STREET, ADEYEMO ALAKIJA STREET, ESUGBAYI STREET AND ENVIRONS",4139.0,94015.69,3529.4,92386.61,3993.6,50.976,49.085,356.0,300.0,"6.532954, 3.36739",2023-06-26,30.0,22.9,26.1,34.9,22.9,27.4,22.2,79.7,0.0,0,0.0,,0.0,0.0,31.0,24.1,229.1,1014.2,53.9,11.2,172.8,14.9,7,10.0,2023-06-26T06:34:24,2023-06-26T19:04:24,0.25,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"DNMM,remote,65201099999"
2023-06-27,Ikorodu,LASUNWON,Not Specified,Transformer,FAULT AFFECTING -33-ODOGUNYANTCN-T2 -15MVA,33 ODOGUNYANTCN T2  15MVA,4336.63,95269.79,3471.9,93612.68,3783.7,51.068,49.204,355.0,300.0,"6.532954, 3.36739",2023-06-27,32.1,24.1,27.5,37.1,24.1,29.6,22.9,76.9,0.0,0,0.0,rain,0.0,0.0,64.8,27.7,245.2,1013.4,58.9,9.7,214.6,18.7,8,10.0,2023-06-27T06:34:38,2023-06-27T19:04:35,0.3,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VRJU8,DNMM,65201099999"
2023-06-28,,,,,None,,4546.8,93642.77,3254.1,92084.43,3794.6,50.964,49.398,354.0,300.0,"6.532954, 3.36739",2023-06-28,27.0,23.0,25.2,30.1,23.0,25.7,23.5,90.8,32.0,100,12.5,rain,0.0,0.0,64.8,25.9,240.4,1014.2,62.0,9.4,45.0,3.9,3,10.0,2023-06-28T06:34:51,2023-06-28T19:04:46,0.34,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"VRJU8,DNMM,65201099999"
2023-06-29,,,,,None,,4522.06,99168.58,3317.31,97566.54,4328.3,50.841,49.0,354.0,300.0,"6.532954, 3.36739",2023-06-29,29.1,24.8,26.5,34.5,24.8,28.2,24.1,87.0,3.0,100,4.17,rain,0.0,0.0,21.2,22.3,219.8,1015.8,59.8,11.3,237.0,20.3,8,10.0,2023-06-29T06:35:05,2023-06-29T19:04:56,0.37,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"VRJU8,DNMM,remote,65201099999"
2023-06-30,,,,,None,,4531.5,103220.81,3784.7,101639.89,4215.39,50.847,49.0,349.0,300.0,"6.532954, 3.36739",2023-06-30,30.8,24.0,27.1,36.3,24.0,29.2,23.7,82.2,0.6,100,16.67,rain,0.0,0.0,24.1,24.1,236.8,1015.5,73.2,15.2,178.9,15.5,7,10.0,2023-06-30T06:35:19,2023-06-30T19:05:06,0.4,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"65210099999,VRJU8,DNMM,remote,65201099999"
2023-07-01,,,,,None,,4482.5,101734.26,3955.47,100087.89,3586.6,50.983,49.01,349.0,300.0,"6.532954, 3.36739",2023-07-01,31.4,25.0,27.5,37.7,25.0,29.9,23.9,81.7,0.3,100,8.33,rain,0.0,0.0,24.1,25.9,223.4,1014.1,59.8,13.4,217.3,18.7,8,30.0,2023-07-01T06:35:33,2023-07-01T19:05:16,0.43,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"VRJU8,DNMM,remote,65201099999"
2023-07-02,,,,,None,,4579.6,97270.96,3231.8,95525.0,4461.8,50.96,49.01,358.0,300.0,"6.532954, 3.36739",2023-07-02,31.0,23.0,26.7,37.7,23.0,28.6,23.6,83.9,12.0,100,4.17,rain,0.0,0.0,22.3,33.5,205.6,1015.1,67.2,12.4,44.5,3.9,2,10.0,2023-07-02T06:35:47,2023-07-02T19:05:25,0.47,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"VRJU8,DNMM,remote,65201099999"
2023-07-03,Shomolu,OLATEJU,Not Specified,Notification,CUSTOMER NOTIFICATION NEEDED FOR CUSTOMERS ON 11-MUSHININJ-T1-MUSHIN 2-COKER 2,11 MUSHININJ T1 MUSHIN 2 COKER 2,4552.76,103404.74,3890.1,101484.76,4129.0,50.82,49.01,353.0,300.0,"6.532954, 3.36739",2023-07-03,31.1,23.1,27.2,37.3,23.1,29.7,23.8,82.7,0.3,100,8.33,rain,0.0,0.0,20.5,20.5,226.9,1015.1,49.9,13.0,251.4,21.7,9,10.0,2023-07-03T06:36:01,2023-07-03T19:05:33,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"65210099999,VRJU8,DNMM,remote,65201099999"
2023-07-04,,,,,None,,4204.8,97707.12,3929.0,96007.47,4068.7,50.71,49.01,355.0,300.0,"6.532954, 3.36739",2023-07-04,30.8,16.0,26.5,34.3,16.0,28.6,23.5,84.2,6.1,100,33.33,rain,0.0,0.0,31.7,33.5,241.9,1015.3,70.0,16.7,210.7,18.2,9,30.0,2023-07-04T06:36:14,2023-07-04T19:05:41,0.53,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"VRJU8,DNMM,remote,65201099999"
2023-07-05,,,,,None,,4275.24,97849.15,3853.5,96132.61,4323.2,50.629,49.012,350.0,300.0,"6.532954, 3.36739",2023-07-05,30.0,24.1,27.0,35.1,24.1,29.1,23.8,83.1,2.0,100,4.17,rain,0.0,0.0,33.5,14.8,194.2,1014.9,53.0,10.4,143.2,12.3,8,10.0,2023-07-05T06:36:28,2023-07-05T19:05:48,0.57,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"65210099999,VRJU8,DNMM,remote,65201099999"
2023-07-06,Abule Egba,IJU,Not Specified,DT,REQUEST TO BEGIN LOADSHEDDING ON ENILOLOBO DT,ENILOLOBO,4372.2,100701.88,3989.5,98985.44,4472.0,50.551,49.0,347.0,300.0,"6.532954, 3.36739",2023-07-06,31.0,24.0,27.2,36.5,24.0,29.7,23.9,83.2,0.5,100,4.17,rain,0.0,0.0,25.9,24.1,231.6,1013.1,50.6,10.0,250.5,21.7,8,10.0,2023-07-06T06:36:41,2023-07-06T19:05:55,0.6,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"VRJU8,DNMM,65201099999"
2023-07-06,Abule Egba,IJU,Not Specified,DT,REQUEST FOR CNN FOR 11-OBAWOLEINJ-T1-SHONUBI-NDIKE 2 500KVA DT,OBAWOLE,4372.2,100701.88,3989.5,98985.44,4472.0,50.551,49.0,347.0,300.0,"6.532954, 3.36739",2023-07-06,31.0,24.0,27.2,36.5,24.0,29.7,23.9,83.2,0.5,100,4.17,rain,0.0,0.0,25.9,24.1,231.6,1013.1,50.6,10.0,250.5,21.7,8,10.0,2023-07-06T06:36:41,2023-07-06T19:05:55,0.6,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"VRJU8,DNMM,65201099999"
2023-07-07,,,,,None,,4657.9,105615.0,4104.72,103990.42,3788.2,50.72,49.029,345.0,300.0,"6.532954, 3.36739",2023-07-07,28.0,24.0,25.9,32.7,24.0,26.9,24.4,91.2,51.0,100,4.17,rain,0.0,0.0,27.0,14.8,241.1,1013.7,61.9,8.2,255.0,22.1,8,30.0,2023-07-07T06:36:55,2023-07-07T19:06:02,0.64,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"VRJU8,DNMM,65201099999"
2023-07-08,Abule Egba,IJU,Not Specified,DT,REQUEST FOR CNN FOR 11-OBAWOLEINJ-T1-SHONUBI-NDIKE 2 500KVA DT,OBAWOLE,4634.8,94518.58,3533.9,92850.4,3662.8,51.14,49.479,360.0,300.0,"6.532954, 3.36739",2023-07-08,27.0,23.9,25.0,30.6,23.9,25.3,23.7,92.7,7.0,100,8.33,rain,0.0,0.0,31.3,25.9,231.6,1013.9,57.1,9.6,40.9,3.6,3,10.0,2023-07-08T06:37:08,2023-07-08T19:06:07,0.67,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"65210099999,VRJU8,DNMM,remote,65201099999"
2023-07-08,Abule Egba,LAMBE,11 KV,Notification,REQUEST TO NOTIFY THE CUSTOMER ON FEMI OTITOLOJU HVDS 1 50KVA S/S ON OLAMBE 11KV FEEDER,"FEMI OTITOLOJU, LAMBE",4634.8,94518.58,3533.9,92850.4,3662.8,51.14,49.479,360.0,300.0,"6.532954, 3.36739",2023-07-08,27.0,23.9,25.0,30.6,23.9,25.3,23.7,92.7,7.0,100,8.33,rain,0.0,0.0,31.3,25.9,231.6,1013.9,57.1,9.6,40.9,3.6,3,10.0,2023-07-08T06:37:08,2023-07-08T19:06:07,0.67,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"65210099999,VRJU8,DNMM,remote,65201099999"
2023-07-09,,,,,None,,4484.24,93648.52,3329.8,92055.96,4368.01,51.22,49.145,352.0,300.0,"6.532954, 3.36739",2023-07-09,27.0,24.0,25.5,30.6,24.0,25.8,24.2,92.9,5.0,100,4.17,rain,0.0,0.0,24.8,14.8,225.4,1015.4,47.7,7.9,75.4,6.6,4,10.0,2023-07-09T06:37:21,2023-07-09T19:06:12,0.71,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"65210099999,VRJU8,DNMM,65201099999"
2023-07-10,,,,,None,,4368.01,97092.13,3579.41,95382.07,4336.64,50.682,49.02,349.0,300.0,"6.532954, 3.36739",2023-07-10,29.9,24.0,26.8,35.8,24.0,29.3,24.2,86.5,0.1,100,4.17,rain,0.0,0.0,22.3,22.3,224.6,1014.5,57.3,9.0,234.7,20.3,8,10.0,2023-07-10T06:37:34,2023-07-10T19:06:17,0.75,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"VRJU8,DNMM,remote,65201099999"
2023-07-11,,,,,None,,4336.64,99563.82,3894.8,97879.23,3994.2,50.819,48.93,350.0,300.0,"6.532954, 3.36739",2023-07-11,30.0,24.0,27.0,36.2,24.0,29.3,24.3,85.6,0.0,0,0.0,rain,0.0,0.0,29.5,24.1,236.5,1013.1,55.0,9.1,230.8,19.9,8,30.0,2023-07-11T06:37:46,2023-07-11T19:06:21,0.78,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"65210099999,DNMM,65201099999"
2023-07-12,,,,,None,,4165.6,97015.01,3708.9,95372.89,4181.3,50.899,48.86,352.0,300.0,"6.532954, 3.36739",2023-07-12,30.0,23.0,26.4,36.2,23.0,28.3,24.2,88.1,0.0,0,0.0,rain,0.0,0.0,27.7,18.4,222.5,1012.4,61.9,9.4,51.5,4.4,2,10.0,2023-07-12T06:37:59,2023-07-12T19:06:24,0.81,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"DNMM,remote,65201099999"
2023-07-13,Ikeja,PTC,Not Specified,TCN,tcn fault,"KEJA GRA (PARTS), ABULE ONIGBAGBO ESTATE, TOYIN STREET & ENVIRONS, OPEBI ROAD (PART), OLOWU ROAD & ENVIRONS, KODESHO ROAD & ENVIRONS,",4187.6,96925.08,3788.7,95245.66,4103.04,50.779,48.82,348.0,300.0,"6.532954, 3.36739",2023-07-13,29.0,23.2,26.2,34.5,23.2,28.1,23.9,87.5,1.0,100,4.17,rain,0.0,0.0,20.5,18.4,219.5,1013.3,47.0,9.0,230.5,19.9,9,10.0,2023-07-13T06:38:11,2023-07-13T19:06:26,0.85,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"DNMM,65201099999"
